V1,V2,weight,V4,V5
4C9,18R,1.9902,co-in,TK
PD3,18R,1.6248,co-in,TK
KS4,18R,1.6758,co-in,TK
PD5,18R,1.7196,co-in,TK
L2G,18R,1.8264,co-in,TK
VS0,18R,1.5492,co-in,TK
KS1,18R,1.686,co-in,TK
L1G,18R,1.8048,co-in,TK
L3G,18R,1.761,co-in,TK
481,18R,1.5078,co-in,TK
VSH,18R,1.602,co-in,TK
ABJ,18R,1.5426,co-in,TK
BK2,18R,1.5906,co-in,TK
PP1,18R,1.5726,co-in,TK
5WF,18R,1.4478,co-in,TK
V68,18R,1.5864,co-in,TK
BK6,18R,1.551,co-in,TK
C88,18R,1.587,co-in,TK
KS5,18R,1.4892,co-in,TK
BK7,18R,1.5432,co-in,TK
UWB,18R,1.5372,co-in,TK
BK4,18R,1.464,co-in,TK
G9B,18R,1.4328,co-in,TK
I76,18R,1.4442,co-in,TK
BK5,18R,1.458,co-in,TK
UWA,18R,1.4646,co-in,TK
UW9,18R,1.5294,co-in,TK
2H1,18R,1.4904,co-in,TK
LKB,199,2.226,ci-in,CAMK
W2K,199,1.6782,ci-in,CAMK
3DW,199,1.7298,ci-in,CAMK
3DX,199,1.6644,ci-in,CAMK
WBI,199,1.4496,ci-in,CAMK
MMG,199,1.4322,ci-in,CAMK
626,199,1.4514,ci-in,CAMK
1OC,199,1.521,ci-in,CAMK
33A,19A,2.0028,ci-in,CMGC
82A,19A,1.7352,ci-in,CMGC
583,19A,1.4334,ci-in,CMGC
EK4,19A,1.5864,ci-in,CMGC
EK2,19A,1.6332,ci-in,CMGC
EK5,19A,1.4532,ci-in,CMGC
20K,19K,2.1864,co-in,CMGC
CK8,19K,2.1756,co-in,CMGC
CK5,19K,1.9044,co-in,CMGC
CK4,19K,1.8696,co-in,CMGC
CK3,19K,1.7154,co-in,CMGC
CK6,19K,1.6158,co-in,CMGC
CK2,19K,1.6284,co-in,CMGC
19R,19Q,3,ci-in,TK
933,19Q,2.6646,ci-in,TK
19S,19Q,2.0712,ci-in,TK
1DT,19Q,1.7304,ci-in,TK
1B4,19Q,1.617,ci-in,TK
1NX,19Q,1.5066,ci-in,TK
1B5,19Q,1.4448,ci-in,TK
1B6,19Q,1.5186,ci-in,TK
933,19R,2.6646,ci-in,TK
19S,19R,2.0712,ci-in,TK
1DT,19R,1.7304,ci-in,TK
1B4,19R,1.617,ci-in,TK
1NX,19R,1.5066,ci-in,TK
1B5,19R,1.4448,ci-in,TK
1B6,19R,1.5186,ci-in,TK
933,19S,2.1192,ci-in,TK
VFC,19S,1.6554,ci-in,TK
1B4,19S,1.5012,ci-in,TK
1DT,19S,1.5882,ci-in,TK
1B6,19S,1.5918,ci-in,TK
1B5,19S,1.4394,ci-in,TK
1NX,19S,1.485,ci-in,TK
X76,19Z,1.4682,co-in,CMGC
1AO,1AM,1.6632,ci-in,CAMK
2HV,1AM,1.5612,ci-in,CAMK
2HV,1AO,1.6656,ci-in,CAMK
1AW,1AU,2.5722,ci-out,NonSpecific
437,1AU,2.4738,ci-out,NonSpecific
AQU,1AU,2.2644,ci-out,NonSpecific
1PP,1AU,2.1984,ci-out,NonSpecific
R49,1AU,2.1432,ci-out,NonSpecific
1BU,1AU,2.0556,ci-out,NonSpecific
SS6,1AU,2.0238,ci-out,NonSpecific
L51,1AU,2.0814,ci-out,NonSpecific
AQB,1AU,1.884,ci-out,NonSpecific
R48,1AU,1.9998,ci-out,NonSpecific
AQM,1AU,1.8444,ci-out,NonSpecific
B96,1AU,1.9248,ci-out,NonSpecific
9DP,1AU,1.728,ci-out,NonSpecific
Z87,1AU,1.9254,ci-out,NonSpecific
K9Y,1AU,1.8954,ci-out,NonSpecific
KAO,1AU,2.0244,ci-out,NonSpecific
919,1AU,1.7394,ci-out,NonSpecific
Z85,1AU,1.7178,ci-out,NonSpecific
Z83,1AU,1.7808,ci-out,NonSpecific
Z86,1AU,1.6476,ci-out,NonSpecific
BMU,1AU,1.533,ci-out,NonSpecific
R39,1AU,1.7616,ci-out,NonSpecific
Z84,1AU,1.6572,ci-out,NonSpecific
DG7,1AU,1.644,ci-out,NonSpecific
YIW,1AU,1.6134,ci-out,NonSpecific
N58,1AU,1.4832,ci-out,NonSpecific
N61,1AU,1.4676,ci-out,NonSpecific
AQU,1AW,2.322,ci-out,Family_Not_Found
1BU,1AW,2.1144,ci-out,Family_Not_Found
R49,1AW,2.1744,ci-out,Family_Not_Found
SS6,1AW,2.0796,ci-out,Family_Not_Found
1PP,1AW,2.262,ci-out,Family_Not_Found
AQB,1AW,1.9302,ci-out,Family_Not_Found
R48,1AW,2.0508,ci-out,Family_Not_Found
L51,1AW,2.1072,ci-out,Family_Not_Found
AQM,1AW,1.8834,ci-out,Family_Not_Found
KAO,1AW,2.2128,ci-out,Family_Not_Found
437,1AW,2.1246,ci-out,Family_Not_Found
K9Y,1AW,1.9692,ci-out,Family_Not_Found
BMU,1AW,1.7076,ci-out,Family_Not_Found
Z87,1AW,2.0196,ci-out,Family_Not_Found
Z83,1AW,1.8828,ci-out,Family_Not_Found
R39,1AW,1.908,ci-out,Family_Not_Found
N58,1AW,1.629,ci-out,Family_Not_Found
N61,1AW,1.6128,ci-out,Family_Not_Found
9DP,1AW,1.7082,ci-out,Family_Not_Found
Z85,1AW,1.782,ci-out,Family_Not_Found
Z86,1AW,1.704,ci-out,Family_Not_Found
YIW,1AW,1.6356,ci-out,Family_Not_Found
B96,1AW,1.7664,ci-out,Family_Not_Found
919,1AW,1.6578,ci-out,Family_Not_Found
Z84,1AW,1.6962,ci-out,Family_Not_Found
DG7,1AW,1.6794,ci-out,Family_Not_Found
L10,1AW,1.4646,ci-out,Family_Not_Found
1B5,1B4,1.7442,ci-in,TK
933,1B4,1.626,ci-in,TK
5R1,1B4,1.5162,ci-in,TK
T3M,1B4,1.5066,ci-in,TK
4VQ,1B4,1.5054,ci-in,TK
1DT,1B4,1.6248,ci-in,TK
OL2,1B4,1.4538,ci-in,TK
1B6,1B4,1.545,ci-in,TK
VFC,1B4,1.4568,ci-in,TK
1NX,1B4,1.5078,ci-in,TK
VFC,1B5,2.1534,ci-in,TK
933,1B5,1.4952,ci-in,TK
1B6,1B5,1.6146,ci-in,TK
933,1B6,1.5708,ci-in,TK
VFC,1B6,1.494,ci-in,TK
1BK,1BJ,2.0148,ci-in,CMGC
1J2,1BJ,1.524,ci-in,CMGC
1J2,1BK,1.6938,ci-in,CMGC
1BR,1BQ,1.644,ci-in,TK
SS6,1BU,2.8212,ci-out,Family_Not_Found
R48,1BU,2.658,ci-out,Family_Not_Found
R49,1BU,2.5908,ci-out,Family_Not_Found
AQU,1BU,2.6436,ci-out,Family_Not_Found
AQB,1BU,2.361,ci-out,Family_Not_Found
AQM,1BU,2.3136,ci-out,Family_Not_Found
L51,1BU,2.3232,ci-out,Family_Not_Found
K9Y,1BU,2.0124,ci-out,Family_Not_Found
KAO,1BU,1.962,ci-out,Family_Not_Found
R39,1BU,1.7256,ci-out,Family_Not_Found
1PP,1BU,1.83,ci-out,Family_Not_Found
Z87,1BU,1.785,ci-out,Family_Not_Found
437,1BU,1.8432,ci-out,Family_Not_Found
BMU,1BU,1.4664,ci-out,Family_Not_Found
B96,1BU,1.6878,ci-out,Family_Not_Found
N58,1BU,1.4736,ci-out,Family_Not_Found
N61,1BU,1.4418,ci-out,Family_Not_Found
Z83,1BU,1.6296,ci-out,Family_Not_Found
Z85,1BU,1.5876,ci-out,Family_Not_Found
919,1BU,1.6716,ci-out,Family_Not_Found
9DP,1BU,1.6416,ci-out,Family_Not_Found
DG7,1BU,1.5726,ci-out,Family_Not_Found
Z84,1BU,1.5786,ci-out,Family_Not_Found
YIW,1BU,1.6194,ci-out,Family_Not_Found
Z86,1BU,1.5024,ci-out,Family_Not_Found
YIS,1BU,1.4424,ci-out,Family_Not_Found
1C8,1C7,2.4894,ci-in,Other
1D1,1C7,2.1126,ci-in,Other
R78,1C7,1.773,ci-in,Other
IBI,1C7,1.5684,ci-in,Other
9ZP,1C7,1.5012,ci-in,Other
584,1C7,1.4538,ci-in,Other
1D1,1C8,1.9914,ci-in,Other
R78,1C8,1.7418,ci-in,Other
IBI,1C8,1.5438,ci-in,Other
9ZP,1C8,1.4796,ci-in,Other
HPM,1C9,1.6632,nonspecific,TK
7X1,1C9,1.6692,nonspecific,TK
447,1C9,1.6806,nonspecific,TK
AQZ,1C9,1.5918,nonspecific,TK
SR2,1C9,1.6428,nonspecific,TK
DTQ,1C9,1.461,nonspecific,TK
RBS,1C9,1.4316,nonspecific,TK
DJK,1C9,1.4388,nonspecific,TK
HKI,1C9,1.4982,nonspecific,TK
YJA,1C9,1.4592,nonspecific,TK
4CK,1CK,1.7796,co-in,CMGC
N5B,1CK,1.7202,co-in,CMGC
MEK,1CX,1.4322,co-in,STE
R78,1D1,1.8132,ci-in,Other
9ZP,1D1,1.4994,ci-in,Other
IBI,1D1,1.5864,ci-in,Other
92M,1D1,1.4328,ci-in,Other
584,1D1,1.5072,ci-in,Other
1NX,1DT,2.175,ci-in,TK
933,1DT,1.7598,ci-in,TK
824,1EL,1.4754,ci-in,CMGC
BK2,1FB,1.6938,co-in,Family_Not_Found
VGG,1FB,1.6446,co-in,Family_Not_Found
DXR,1FB,1.6554,co-in,Family_Not_Found
PP1,1FB,1.6386,co-in,Family_Not_Found
I76,1FB,1.6218,co-in,Family_Not_Found
ABJ,1FB,1.5006,co-in,Family_Not_Found
BK4,1FB,1.518,co-in,Family_Not_Found
BK5,1FB,1.4826,co-in,Family_Not_Found
HMY,1FM,2.1162,ci-in,NonSpecific
320,1FN,1.8054,co-out,TK
353,1FN,1.95,co-out,TK
L1X,1FN,1.8222,co-out,TK
NG2,1FN,1.491,co-out,TK
44,1FN,1.584,co-out,TK
75H,1FN,1.5666,co-out,TK
L8V,1FN,1.509,co-out,TK
MT4,1FN,1.4814,co-out,TK
FPW,1FN,1.5222,co-out,TK
1H4,1FV,2.1642,co-in,Other
BX7,1FV,1.458,co-in,Other
LI8,1FV,1.4478,co-in,Other
51W,1FV,1.4472,co-in,Other
34W,1FV,1.4556,co-in,Other
D94,1G0,1.8072,ci-in,TK
5WF,1G0,1.5078,ci-in,TK
5WE,1G0,1.4994,ci-in,TK
6G3,1G0,1.5162,ci-in,TK
ODH,1GK,1.4952,ci-in,CMGC
BX7,1H4,1.5414,co-in,Other
LI8,1H4,1.5474,co-in,Other
51W,1H4,1.5432,co-in,Other
HK4,1HK,1.8306,ci-in,CAMK
HK1,1HK,1.7172,ci-in,CAMK
LIG,1HK,1.4706,ci-in,CAMK
H0K,1HK,1.5864,ci-in,CAMK
H9K,1HK,1.5438,ci-in,CAMK
HKC,1HK,1.5354,ci-in,CAMK
H7K,1HK,1.4418,ci-in,CAMK
3HK,1HK,1.452,ci-in,CAMK
1J4,1J3,2.1948,ci-in,Other
R78,1J3,1.9938,ci-in,Other
R4L,1J3,1.8804,ci-in,Other
92M,1J3,1.911,ci-in,Other
4K4,1J3,1.818,ci-in,Other
9ZP,1J3,1.7598,ci-in,Other
IBI,1J3,1.803,ci-in,Other
AU5,1J3,1.5006,ci-in,Other
6GY,1J3,1.4574,ci-in,Other
4LH,1J3,1.4448,ci-in,Other
4WG,1J3,1.5852,ci-in,Other
GUI,1J3,1.431,ci-in,Other
VG8,1J3,1.5174,ci-in,Other
SVE,1J3,1.6398,ci-in,Other
5FR,1J3,1.5276,ci-in,Other
71,1J3,1.5096,ci-in,Other
4FR,1J3,1.545,ci-in,Other
4K5,1J3,1.4334,ci-in,Other
ZTX,1J3,1.4526,ci-in,Other
L1G,1J3,1.473,ci-in,Other
GS3,1J3,1.4484,ci-in,Other
KQQ,1J3,1.4742,ci-in,Other
584,1J3,1.4592,ci-in,Other
937,1J3,1.467,ci-in,Other
664,1J3,1.4352,ci-in,Other
L2G,1J3,1.4442,ci-in,Other
R78,1J4,2.0904,ci-in,Other
92M,1J4,1.9176,ci-in,Other
R4L,1J4,1.8552,ci-in,Other
IBI,1J4,1.8558,ci-in,Other
9ZP,1J4,1.7358,ci-in,Other
4K4,1J4,1.7934,ci-in,Other
4K5,1J4,1.686,ci-in,Other
AU5,1J4,1.5378,ci-in,Other
4WG,1J4,1.6224,ci-in,Other
SVE,1J4,1.6704,ci-in,Other
4FR,1J4,1.593,ci-in,Other
5FR,1J4,1.5666,ci-in,Other
584,1J4,1.5642,ci-in,Other
71,1J4,1.5258,ci-in,Other
VG8,1J4,1.5132,ci-in,Other
ZTX,1J4,1.5036,ci-in,Other
L1G,1J4,1.4586,ci-in,Other
GS3,1J4,1.5138,ci-in,Other
KQQ,1J4,1.4916,ci-in,Other
937,1J4,1.4748,ci-in,Other
GS2,1J4,1.4874,ci-in,Other
6Q4,1J4,1.4334,ci-in,Other
664,1J4,1.4796,ci-in,Other
L2G,1J4,1.443,ci-in,Other
1J6,1J5,2.7168,ci-in,TK
JAK,1J5,1.9986,ci-in,TK
